id,brand,name,year,cpu_rank,cpu,ram,disk,is_rtx,gpu,gpu_memory,price,disk_detail,weight,weight_type,battery,battery_life,screen_size,has_camere,keyboard_haslight,keyboard,video_type,thin_type,business_type,game_type,is_apple,description,link,img_src,class
394,雷神,雷神新911MP伪装者 i7,2019,7,Intel 酷睿i7 9750H,8,512GB,0,NVIDIA GeForce GTX 1650,4,0,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,多彩背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1297/1296218/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g1/M06/00/07/ChMljl2j6o6IDlMtAAGYFEnCO_MAAP9mgKHoSUAAZgs004.jpg,2
395,惠普,惠普HP 256,2019,3,Intel 酷睿i3 7020U,4,500GB,0,NVIDIA GeForce MX110,2,0,5400转>,1.78Kg,medium,12小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,0,全尺寸孤岛式键盘带数字小键盘,0,0,0,0,0,0,http://detail.zol.com.cn/1269/1268724/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/09/0B/ChMlWly4PbyIBZxXAAB6_mSOBjMAAJgqQAUo1MAAHsW150.jpg,2
396,三星,三星Galaxy Book S,2019,0,0,0,No description,0,No description,0,0,0,960g,light,23小时长续航笔记本>,long,0,FALSE,0,NO SPECIAL,1,0,0,0,0,"影音娱乐本,",http://detail.zol.com.cn/1288/1287366/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/08/0E/ChMlWl1LkWGIVjU-AABNKTH4KOAAAMc7AFpkMYAAE1B100.jpg,2
397,Acer,Acer SF515-51T-58RV,2019,5,Intel 酷睿i5 8265U,8,512GB,0,Intel GMA HD（集成于处理器）>,0,0,SSD固态硬盘>,990g,light,10小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,1,背光键盘,0,1,0,0,0,"轻薄笔记本,校园学生本,",http://detail.zol.com.cn/1230/1229802/param.shtml,https://2d.zol-img.com.cn/product/195_280x210/73/ceruuk8YrTLtE.jpg,2
398,技嘉,技嘉Aorus 15G i7,2020,7,Intel 酷睿i7 10875H,16,512GB,RTX2070,NVIDIA GeForce RTX 2070,8,14499,傲腾增强型SSD固态硬盘,2.2Kg,heavy,8小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1318/1317843/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/04/0A/ChMlWV6L87mIX1GPAADzPnMPKqsAAOH4AB_0aAAAPNW245.jpg,3
399,Acer,Acer EX214-51G-59VV,2020,5,Intel 酷睿i5 10210U,8,512GB,0,NVIDIA GeForce MX250,2,4099,SSD固态硬盘>,1.5Kg,medium,12小时左右，视具体使用环境而定长续航笔记本>,long,0,FALSE,0,全尺寸键盘>,0,1,1,0,0,"商务办公本,轻薄笔记本,",http://detail.zol.com.cn/1310/1309183/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0C/06/ChMkJl4dWzqIXdsLAAFuN3Dpb7oAAwWnAIcNm0AAW5P550.jpg,0
400,技嘉,技嘉New Aero17-YB i9,2020,9,Intel 酷睿i9 10980HK,32,1T,RTX2070,NVIDIA GeForce RTX 2070 SUPER,8,24999,SSD固态硬盘>,2.5Kg,heavy,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,背光键盘（RGB Fusion2.0技术，1677万色背光，80键防冲）,0,0,0,1,0,"游戏本,创意设计PC,",http://detail.zol.com.cn/1318/1317781/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/04/09/ChMlWV6L2fKINcJsAAEifmACcB0AAOHrwIqgIYAASKW343.jpg,3
401,技嘉,技嘉New Aero17-YB i9,2020,9,Intel 酷睿i9 10980HK,32,1T,RTX2070,NVIDIA GeForce RTX 2070 SUPER,8,24999,SSD固态硬盘>,2.5Kg,heavy,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,背光键盘（RGB Fusion2.0技术，1677万色背光，80键防冲）,0,0,0,1,0,"游戏本,创意设计PC,",http://detail.zol.com.cn/1318/1317781/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/04/09/ChMlWV6L2fKINcJsAAEifmACcB0AAOHrwIqgIYAASKW343.jpg,3
402,ThinkPad,ThinkPad T495,2019,5,AMD Ryzen 5 PRO 3500U,16,512GB,0,AMD Radeon Vega 8 Graphics,0,5489,SSD固态硬盘>,1.54Kg,medium,5-8小时，视具体使用环境而定长续航笔记本>,short,0,TRUE,0,全尺寸键盘>,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1303/1302399/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0E/01/ChMkJl3fQGmIWMJWAADleEIyq4wAAvdmgPnTagAAOWQ633.jpg,0
403,ThinkPad,ThinkPad L590 i5,2019,5,Intel 酷睿i5 8265U,8,1T,0,No description,2,0,SSD固态硬盘>,2Kg,0,12小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1306/1305078/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/03/01/ChMkJl33GeCIA5dIAACM6BZnSVoAAvxjwLfcxYAAI0A308.jpg,2
404,惠普,惠普光影精灵5锐龙电竞 R7,2019,7,AMD Ryzen 7 3750H,16,512GB,0,NVIDIA GeForce GTX 1650,4,6599,SSD固态硬盘>,0,0,2-3小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1304/1303452/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0F/0F/ChMkJl3oVpKIOJejAADqXZIKQUgAAvlNwIhxIoAAOp1666.jpg,0
405,联想,联想扬天 威5-15 i5,2019,5,Intel 酷睿i5 7200U,4,128GB,0,AMD Radeon R530,2,0,SSD固态硬盘>,1.9Kg,heavy,2-5小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,0,防渗漏键盘>,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1277/1276355/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/04/08/ChMlWVzn1bmICLI8AAGSmxeqUHwAAKL3wO2wK4AAZKz234.jpg,2
406,ROG,ROG 枪神2s Plus,2019,7,Intel 酷睿i7 8750H,16,512GB+1TB,RTX2070,NVIDIA Geforce RTX 2070,8,0,混合硬盘（SSD+5400转SSHD）,2.9Kg,heavy,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,全尺寸RGB背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1251/1250224/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/05/05/ChMkJ1xJYByIdGCEAAGBLhv2EuYAAujeQGIJCMAAYFG080.jpg,2
407,GPD,GPD Pocket 2,2019,0,0,0,No description,0,No description,0,0,0,515g,light,8小时左右，视具体使用环境而定,long,0,TRUE,0,巧克力键盘，平面孤岛式，QWERTY全键盘设计,0,0,0,0,0,0,http://detail.zol.com.cn/1299/1298526/param.shtml,//icon.zol-img.com.cn/param20140526/16/36.jpg,2
408,惠普,惠普246 G7,2019,5,Intel 酷睿i5 8265U,8,256GB,0,AMD Radeon R5 M520,2,0,SSD固态硬盘>,1.5Kg,medium,12.5小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,全尺寸键盘>,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1266/1265308/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/03/0F/ChMlWlyh1WuIMEz8AADOuIOwylAAAJJzwDxaqoAAM7Q263.jpg,2
